"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","playerid"
"Mike Trout","Angels","159","686","538","159","30","3","45","124","115","128","140","13","17","4",".296",".439",".614","1.053",".427","-0.9","3.4","9.0","10155"
"Alex Bregman","Astros","152","658","548","157","38","2","33","107","105","95","86","9","8","3",".287",".397",".545",".943",".393","-0.3","0.3","6.6","17678"
"Cody Bellinger","Dodgers","152","658","560","162","32","4","42","107","121","90","125","4","14","4",".290",".388",".584",".973",".394","3.4","1.5","6.5","15998"
"Francisco Lindor","Indians","154","665","595","172","38","2","33","107","89","56","95","5","21","6",".289",".353",".527",".879",".362","8.4","1.0","5.8","12916"
"Christian Yelich","Brewers","154","665","568","172","35","4","36","108","106","83","137","7","24","5",".303",".397",".569",".966",".397","0.8","4.0","5.7","11477"
"Matt Chapman","Athletics","156","672","589","148","36","4","35","98","98","69","165","9","3","2",".252",".337",".505",".842",".351","11.7","0.7","5.7","16505"
"Anthony Rendon","Angels","154","665","573","161","38","2","28","95","103","75","99","9","5","2",".280",".368",".503",".871",".363","4.9","0.7","5.5","12861"
"Aaron Judge","Yankees","149","644","534","137","23","1","40","103","99","98","201","6","6","3",".257",".375",".530",".905",".376","10.2","0.1","5.5","15640"
"Mookie Betts","Dodgers","154","665","575","165","37","4","31","114","88","77","95","5","18","4",".287",".373",".529",".902",".374","6.5","4.2","5.4","13611"
"Juan Soto","Nationals","156","672","555","163","32","4","36","107","117","109","127","3","10","3",".294",".410",".560",".970",".402","-1.5","0.6","5.4","20123"
"Jose Ramirez","Indians","152","658","575","161","41","4","31","98","104","72","85","5","27","7",".279",".361",".525",".886",".366","3.5","4.4","5.4","13510"
"Carlos Correa","Astros","149","644","559","152","32","2","32","90","111","73","144","4","3","1",".271",".356",".506",".862",".359","-0.6","0.7","5.1","14162"
"Yasmani Grandal","White Sox","136","544","452","107","20","1","25","69","71","84","132","3","3","2",".237",".358",".455",".813",".346","5.7","-2.6","5.1","11368"
"Nolan Arenado","Rockies","157","679","601","179","37","3","40","103","120","68","108","4","3","2",".297",".369",".569",".938",".382","7.5","0.2","5.0","9777"
"George Springer","Astros","149","644","556","152","26","2","34","106","93","73","130","8","7","4",".273",".364",".509",".873",".366","-0.3","0.1","4.9","12856"
"Josh Donaldson","Twins","147","637","531","138","29","1","33","94","98","95","149","6","4","2",".260",".376",".504",".880",".370","2.0","-0.4","4.9","5038"
"Ronald Acuna Jr.","Braves","154","665","583","166","28","3","37","110","95","69","162","7","31","10",".284",".366",".531",".896",".373","2.1","3.3","4.8","18401"
"Marcus Semien","Athletics","156","672","593","161","35","4","26","96","81","69","109","2","12","5",".272",".347",".475",".823",".346","-0.5","0.8","4.7","12533"
"Xander Bogaerts","Red Sox","154","665","588","170","41","2","26","97","100","66","117","5","7","2",".290",".364",".499",".863",".361","-3.8","1.4","4.6","12161"
"Kris Bryant","Cubs","151","651","553","151","33","3","31","99","85","76","145","16","5","2",".272",".373",".507",".880",".369","-1.7","1.9","4.5","15429"
"Jose Altuve","Astros","152","658","590","177","32","3","25","98","88","54","94","7","15","5",".300",".363",".494",".857",".360","-3.3","-0.3","4.5","5417"
"Ozzie Albies","Braves","154","665","607","176","39","7","25","97","84","48","101","5","15","4",".290",".344",".502",".846",".352","5.7","2.7","4.4","16556"
"J.T. Realmuto","Phillies","139","552","501","137","30","3","24","75","80","39","112","7","7","2",".273",".331",".488",".819",".341","5.6","1.8","4.4","11739"
"Freddie Freeman","Braves","156","672","578","171","38","3","33","101","108","82","128","7","7","3",".296",".387",".543",".930",".383","3.4","0.3","4.4","5361"
"Gleyber Torres","Yankees","152","658","589","165","28","1","40","95","113","56","136","5","7","3",".279",".344",".533",".877",".362","-7.9","0.0","4.4","16997"
"Rafael Devers","Red Sox","149","644","588","174","42","3","32","101","104","47","114","3","9","5",".296",".350",".538",".888",".365","-1.9","0.6","4.3","17350"
"Ketel Marte","Diamondbacks","156","672","605","178","35","9","24","92","84","57","93","4","10","3",".295",".357",".499",".855",".357","1.3","1.2","4.3","13613"
"Manny Machado","Padres","157","679","607","164","30","2","36","90","102","63","122","4","7","3",".271",".340",".504",".844",".349","4.5","-0.5","4.3","11493"
"Bryce Harper","Phillies","154","665","545","141","30","1","39","103","110","109","170","5","13","4",".258",".384",".533",".916",".377","-0.5","0.7","4.2","11579"
"Trevor Story","Rockies","154","665","597","165","37","5","37","100","103","57","181","6","21","7",".277",".344",".540",".884",".365","3.1","1.6","4.2","12564"
"Yoan Moncada","White Sox","151","651","581","157","30","4","27","90","84","59","180","5","13","5",".271",".341",".479",".820",".344","1.7","1.7","4.1","17232"
"Anthony Rizzo","Cubs","156","672","567","161","33","3","31","94","106","78","95","22","6","4",".284",".388",".516",".904",".378","4.2","-2.2","4.0","3473"
"Corey Seager","Dodgers","141","609","545","152","38","2","22","83","88","53","114","5","2","1",".278",".345",".474",".820",".343","2.1","1.1","4.0","13624"
"Trea Turner","Nationals","152","658","594","170","34","6","21","100","72","53","127","4","42","8",".286",".347",".469",".816",".343","-1.3","5.8","3.9","16252"
"Fernando Tatis Jr.","Padres","149","644","577","157","25","8","30","93","84","52","177","8","24","9",".273",".339",".498",".837",".349","-3.7","1.7","3.9","19709"
"Justin Turner","Dodgers","139","602","525","148","31","1","24","82","82","56","93","15","3","1",".283",".365",".484",".849",".358","-1.1","-0.6","3.8","5235"
"Jeff McNeil","Mets","147","637","575","167","35","4","20","85","75","40","83","16","8","4",".290",".351",".471",".822",".347","0.9","0.5","3.7","15362"
"Giancarlo Stanton","Yankees","136","588","511","134","24","1","46","93","115","65","177","6","2","1",".262",".349",".580",".930",".378","0.2","-0.2","3.7","4949"
"Matt Olson","Athletics","152","658","575","146","31","0","39","92","108","69","167","9","1","0",".254",".341",".513",".854",".354","6.7","-0.5","3.7","14344"
"Bo Bichette","Blue Jays","146","630","574","158","37","4","22","87","82","46","117","3","28","11",".275",".331",".468",".799",".336","0.2","0.9","3.7","19612"
"Yordan Alvarez","Astros","138","595","516","145","30","1","37","91","109","70","146","3","4","2",".281",".368",".560",".928",".379","0.0","-0.3","3.7","19556"
"Javier Baez","Cubs","154","665","621","169","36","5","34","93","107","34","177","4","15","7",".273",".313",".512",".825",".338","1.1","1.2","3.6","12979"
"Joey Gallo","Rangers","149","644","534","121","24","2","49","102","108","98","237","8","8","3",".227",".354",".554",".907",".372","-0.3","1.9","3.6","14128"
"Peter Alonso","Mets","154","665","577","146","28","2","45","95","110","68","171","16","1","1",".253",".345",".542",".887",".365","1.2","-0.8","3.6","19251"
"Max Kepler","Twins","144","623","545","140","33","2","30","90","88","65","108","7","4","3",".257",".340",".489",".830",".347","7.5","0.3","3.6","12144"
"Paul DeJong","Cardinals","154","665","595","149","32","1","30","86","91","53","161","11","7","3",".250",".321",".460",".780",".327","3.9","0.5","3.5","18015"
"DJ LeMahieu","Yankees","154","665","602","174","30","2","18","95","75","50","96","4","6","3",".289",".345",".437",".782",".333","5.1","-0.8","3.5","9874"
"Ramon Laureano","Athletics","141","609","546","142","32","2","25","81","78","46","159","10","17","5",".261",".326",".463",".789",".332","2.1","2.4","3.5","17128"
"Andrelton Simmons","Angels","146","630","582","161","30","2","12","70","69","39","57","4","12","4",".276",".323",".395",".719",".307","12.6","0.2","3.4","10847"
"J.D. Martinez","Red Sox","152","658","580","172","35","2","38","99","115","69","153","4","3","1",".297",".371",".562",".933",".382","0.0","-2.4","3.4","6184"
"Buster Posey","Giants","125","498","445","122","25","1","9","53","51","45","71","5","2","1",".273",".344",".397",".741",".318","8.0","-1.8","3.3","9166"
"Vladimir Guerrero Jr.","Blue Jays","143","616","551","160","33","2","26","80","93","55","97","5","3","2",".290",".356",".499",".855",".358","-3.4","-1.6","3.3","19611"
"Eugenio Suarez","Reds","151","651","565","145","25","2","37","87","104","71","172","9","4","2",".257",".347",".504",".851",".354","-0.7","-1.7","3.3","12552"
"Michael Conforto","Mets","139","602","510","129","27","1","31","82","90","78","145","9","6","3",".253",".359",".491",".850",".356","0.6","0.6","3.3","16376"
"Byron Buxton","Twins","136","588","534","136","33","5","20","80","76","40","157","6","25","5",".254",".311",".449",".760",".319","8.2","4.6","3.2","14161"
"Paul Goldschmidt","Cardinals","157","679","582","156","29","2","30","94","94","86","166","6","7","3",".267",".365",".480",".844",".355","2.5","1.0","3.2","9218"
"Tommy Pham","Padres","146","630","541","147","27","3","23","89","71","77","135","7","20","6",".271",".367",".462",".829",".352","1.4","1.5","3.2","2967"
"Brian Anderson","Marlins","154","665","586","152","34","3","20","78","77","59","143","14","5","2",".260",".340",".431",".771",".329","4.0","0.0","3.1","18289"
"Jorge Polanco","Twins","152","658","591","166","35","6","19","88","82","54","109","4","7","4",".281",".343",".457",".800",".337","-6.6","0.4","3.1","13152"
"Austin Meadows","Rays","138","595","535","144","30","5","27","80","82","49","124","6","14","6",".270",".336",".494",".830",".344","1.4","0.4","3.0","15672"
"Marcell Ozuna","Braves","147","637","574","159","29","2","31","84","107","57","130","3","8","3",".278",".344",".499",".843",".352","2.5","0.5","2.9","10324"
"Max Muncy","Dodgers","136","588","491","122","22","1","31","86","92","85","151","7","4","1",".248",".364",".486",".850",".358","-0.8","1.0","2.9","13301"
"Luis Robert","White Sox","139","602","557","150","25","7","25","75","78","28","161","10","25","10",".269",".313",".471",".785",".328","2.3","0.7","2.9","sa3003396"
"Miguel Sano","Twins","139","602","522","127","24","2","41","91","107","72","218","4","1","1",".243",".337",".532",".869",".359","1.0","-1.5","2.9","12164"
"Rhys Hoskins","Phillies","151","651","540","130","28","3","35","91","101","96","159","9","4","2",".241",".362",".496",".858",".359","1.6","0.1","2.8","16472"
"Kolten Wong","Cardinals","141","609","531","142","28","4","13","67","63","53","93","15","19","6",".268",".349",".408",".757",".324","3.8","2.4","2.8","12532"
"Nelson Cruz","Twins","144","623","547","151","25","0","40","88","117","61","151","11","1","1",".277",".358",".545",".903",".371","0.0","-3.0","2.8","2434"
"Kyle Schwarber","Cubs","138","595","509","127","23","3","36","85","92","76","162","5","3","2",".249",".350",".518",".868",".357","0.2","-0.1","2.8","16478"
"Starling Marte","Diamondbacks","149","644","593","169","31","6","22","90","83","32","117","14","28","9",".284",".333",".470",".804",".337","-1.7","1.7","2.8","9241"
"Christian Vazquez","Red Sox","115","456","421","111","22","1","13","53","52","27","83","3","5","2",".263",".310",".416",".726",".306","5.5","-1.1","2.7","9774"
"Eloy Jimenez","White Sox","141","609","562","157","27","3","35","82","99","38","137","5","1","0",".280",".329",".526",".854",".353","-5.2","0.5","2.7","17484"
"Didi Gregorius","Phillies","141","609","563","151","28","4","27","79","92","34","84","5","5","2",".268",".313",".474",".787",".327","0.6","1.1","2.7","6012"
"Victor Robles","Nationals","156","672","599","158","34","4","18","84","77","43","140","20","31","12",".263",".331",".427",".758",".322","6.5","1.6","2.6","18363"
"Shohei Ohtani","Angels","128","553","495","139","27","4","28","78","91","50","147","4","13","5",".281",".349",".521",".870",".361","0.0","0.9","2.6","19755"
"Eduardo Escobar","Diamondbacks","152","658","598","158","33","7","27","81","97","48","127","5","4","2",".264",".320",".476",".796",".330","1.1","0.4","2.6","6153"
"Gary Sanchez","Yankees","115","456","403","98","17","1","31","65","84","43","120","7","1","1",".243",".324",".520",".844",".348","-4.5","-0.5","2.5","11442"
"Mark Canha","Athletics","141","609","525","130","28","3","27","82","79","62","142","16","4","2",".247",".343",".464",".807",".341","-1.6","-0.4","2.5","11445"
"Adalberto Mondesi","Royals","149","644","599","150","29","10","19","81","79","31","178","3","51","12",".251",".289",".426",".715",".299","4.7","6.1","2.5","13769"
"Lorenzo Cain","Brewers","141","609","544","150","27","2","13","77","53","53","104","6","18","6",".276",".345",".402",".747",".322","6.4","1.1","2.5","9077"
"Michael Brantley","Astros","141","609","551","160","33","2","18","81","81","47","67","5","6","2",".290",".349",".455",".804",".340","-0.2","0.1","2.5","4106"
"Jorge Soler","Royals","151","651","563","144","29","1","37","87","96","75","178","8","4","1",".256",".350",".506",".856",".357","-0.1","-0.4","2.5","14221"
"Luis Arraez","Twins","130","560","505","157","28","2","6","70","49","47","44","2","5","3",".310",".369",".409",".778",".336","-2.2","0.3","2.5","18568"
"Keston Hiura","Brewers","144","623","564","153","34","4","29","83","91","43","163","12","15","7",".271",".333",".496",".830",".346","-6.0","0.1","2.5","20003"
"Brandon Lowe","Rays","134","581","519","127","28","3","23","70","76","51","166","6","7","3",".245",".318",".444",".762",".322","0.0","1.3","2.5","18882"
"Kyle Seager","Mariners","141","609","547","135","30","1","26","70","83","51","122","6","3","2",".246",".315",".446",".761",".320","1.2","-0.9","2.5","9785"
"Carlos Santana","Indians","154","665","557","143","30","2","28","91","92","99","104","4","3","1",".256",".370",".469",".839",".353","0.5","-0.3","2.5","2396"
"Joc Pederson","Dodgers","100","434","377","95","20","2","26","66","67","46","94","7","2","2",".252",".343",".524",".867",".359","1.6","0.0","2.5","11899"
"Willy Adames","Rays","147","637","572","145","25","3","19","73","68","55","161","3","7","4",".253",".320",".407",".727",".310","-0.5","0.6","2.5","15986"
"Andrew Benintendi","Red Sox","149","644","565","153","38","5","17","86","78","65","126","5","13","4",".271",".349",".445",".794",".337","2.8","1.3","2.4","17901"
"Alex Verdugo","Red Sox","125","539","487","144","31","3","15","67","65","43","72","3","7","3",".296",".354",".460",".814",".343","3.8","0.5","2.4","17027"
"Adam Eaton","Nationals","143","616","536","152","27","6","13","86","57","59","104","12","13","4",".284",".365",".429",".795",".342","2.1","2.0","2.3","11205"
"Eddie Rosario","Twins","146","630","593","168","34","2","29","89","101","30","104","1","6","3",".284",".316",".495",".811",".335","0.4","1.5","2.3","12155"
"Roberto Perez","Indians","97","384","334","72","13","1","15","39","50","39","113","3","1","0",".216",".301",".393",".694",".296","7.1","-0.7","2.3","2900"
"Mike Moustakas","Reds","146","630","568","149","30","1","37","82","102","51","108","6","3","1",".263",".327",".512",".840",".346","-5.9","-1.6","2.3","4892"
"Whit Merrifield","Royals","156","672","615","175","37","6","14","87","63","44","112","5","23","8",".285",".335",".430",".765",".324","-1.6","2.0","2.3","11281"
"Amed Rosario","Mets","152","658","613","168","30","8","15","76","69","34","120","4","21","10",".275",".315",".422",".738",".311","-2.0","1.1","2.2","15518"
"Will Smith","Dodgers","105","416","366","84","16","1","21","53","65","40","109","6","3","1",".229",".311",".455",".767",".321","0.9","0.2","2.2","19197"
"Jean Segura","Phillies","143","616","569","165","32","3","14","81","62","33","76","7","14","5",".289",".334",".433",".767",".325","-0.2","1.3","2.2","5933"
"Matt Carpenter","Cardinals","123","532","445","106","26","2","20","72","59","75","132","6","4","1",".238",".353",".443",".796",".338","-3.9","0.0","2.2","8090"
"Nick Ahmed","Diamondbacks","149","644","582","145","33","5","19","72","80","49","121","4","8","3",".250",".309",".424",".733",".308","5.1","0.4","2.2","12147"
"Kevin Kiermaier","Rays","113","490","445","107","20","6","14","59","53","34","111","6","16","6",".241",".302",".410",".712",".301","8.0","2.0","2.1","11038"
"Jonathan Villar","Marlins","151","651","582","151","27","3","17","81","61","58","164","4","37","10",".259",".328",".406",".734",".314","-2.4","3.4","2.1","10071"
"J.P. Crawford","Mariners","149","644","560","130","26","4","14","71","62","71","141","6","8","4",".232",".323",".367",".690",".300","0.8","0.4","2.1","15491"
"Gavin Lux","Dodgers","130","560","506","135","24","6","19","70","71","47","121","2","9","5",".267",".330",".447",".777",".327","-1.4","-0.2","2.1","19955"
"Carson Kelly","Diamondbacks","107","422","365","91","19","0","15","49","50","49","81","4","1","0",".248",".342",".424",".766",".323","1.4","-0.3","2.1","13620"
"Josh Bell","Pirates","154","665","573","156","34","4","30","89","104","82","125","4","2","2",".272",".364",".501",".865",".358","-5.2","-2.4","2.1","13145"
"Trent Grisham","Padres","118","511","439","107","19","5","18","65","56","62","109","4","9","4",".243",".339",".428",".767",".326","2.4","0.3","2.1","18564"
"Giovanny Urshela","Yankees","136","588","548","151","30","0","21","73","79","29","104","5","2","1",".275",".315",".445",".760",".319","0.9","-1.2","2.1","10681"
"Joey Votto","Reds","151","651","544","148","30","1","20","85","71","95","120","6","4","1",".272",".383",".443",".826",".353","1.7","-2.7","2.1","4314"
"Tim Anderson","White Sox","152","658","623","171","32","2","22","84","75","24","150","4","19","6",".275",".304",".442",".746",".313","-7.2","1.5","2.1","15172"
"Andrew McCutchen","Phillies","131","567","483","124","23","2","25","80","72","74","126","5","7","4",".257",".358",".469",".827",".350","-1.2","-1.1","2.1","9847"
"Cavan Biggio","Blue Jays","138","595","503","115","22","3","20","76","67","82","162","4","13","5",".228",".338",".402",".741",".320","1.9","1.3","2.0","19252"
"Jackie Bradley Jr.","Red Sox","138","595","521","124","30","4","21","75","72","56","155","11","10","4",".238",".323",".427",".750",".317","1.4","1.2","1.9","12984"
"Mitch Garver","Twins","97","384","338","85","18","1","17","54","57","39","94","3","1","0",".251",".333",".467",".800",".336","-3.4","-0.3","1.9","15161"
"David Peralta","Diamondbacks","138","595","538","149","31","4","20","74","75","46","118","6","3","1",".277",".339",".462",".800",".336","2.4","0.0","1.9","2136"
"Trey Mancini","Orioles","154","665","598","163","31","3","31","87","93","54","152","7","1","0",".273",".338",".490",".828",".346","-5.1","-0.3","1.9","15149"
"Brandon Nimmo","Mets","118","511","420","98","21","4","15","65","52","75","137","11","6","3",".234",".361",".410",".771",".334","-4.7","0.5","1.9","12927"
"Jurickson Profar","Padres","130","560","492","121","27","3","18","68","65","54","84","9","8","2",".245",".329",".421",".750",".320","-0.4","1.0","1.9","10815"
"Adam Frazier","Pirates","130","560","504","140","29","5","10","68","53","42","73","7","7","5",".278",".340",".416",".756",".322","0.6","-0.1","1.9","15223"
"Kyle Tucker","Astros","99","427","384","98","20","2","20","62","64","35","98","4","17","5",".256",".322",".471",".793",".331","2.6","1.3","1.9","18345"
"Jason Castro","Angels","97","384","334","72","15","1","13","44","41","42","121","4","1","0",".216",".309",".383",".692",".299","1.8","-0.8","1.9","8722"
"Yadier Molina","Cardinals","110","435","401","104","20","0","12","44","54","23","65","6","5","1",".260",".306",".403",".709",".301","4.6","-1.8","1.9","7007"
"Yandy Diaz","Rays","125","539","469","126","23","2","11","66","51","62","104","3","4","2",".270",".356",".396",".752",".326","-1.0","-0.4","1.8","16578"
"Danny Jansen","Blue Jays","81","320","283","68","15","1","10","37","38","28","59","6","2","1",".241",".319",".405",".724",".310","0.7","0.1","1.8","16535"
"Dansby Swanson","Braves","146","630","561","141","30","4","17","75","73","58","142","4","10","5",".252",".324",".413",".737",".311","0.1","1.3","1.8","18314"
"Sean Murphy","Athletics","97","384","346","84","19","1","14","46","46","29","86","5","2","1",".244",".307",".424",".731",".309","1.9","0.4","1.8","19352"
"Edwin Encarnacion","White Sox","130","560","481","117","18","0","34","80","94","66","127","8","1","1",".243",".341",".494",".835",".349","0.0","-2.3","1.8","2151"
"Mike Tauchman","Yankees","110","476","422","108","22","3","14","59","56","45","102","3","10","4",".255",".329",".418",".746",".317","6.2","0.0","1.8","15274"
"Mike Zunino","Rays","107","422","379","77","17","0","19","45","54","33","144","6","1","0",".204",".276",".397",".672",".285","1.7","-0.4","1.8","13265"
"Carter Kieboom","Nationals","123","532","470","121","24","2","15","63","61","51","122","5","5","2",".257",".334",".414",".749",".320","2.9","0.2","1.7","19958"
"Jonathan Schoop","Tigers","136","588","546","143","29","1","27","74","80","27","132","9","2","1",".262",".305",".471",".776",".323","-3.0","-0.9","1.7","11265"
"Brett Gardner","Yankees","118","511","450","111","19","4","16","70","55","50","99","5","11","3",".247",".327",".418",".745",".318","-1.7","2.0","1.7","9927"
"Brandon Belt","Giants","126","546","464","114","28","3","17","66","59","73","122","4","4","2",".246",".351",".426",".777",".332","4.9","-0.3","1.7","10264"
"Justin Upton","Angels","144","623","547","130","25","1","32","82","96","66","189","5","6","2",".237",".322",".461",".783",".329","-2.7","0.5","1.7","5222"
"Luis Urias","Brewers","117","504","441","111","22","4","13","59","60","48","106","9","5","2",".251",".336",".405",".741",".319","0.4","-0.1","1.7","16622"
"Charlie Blackmon","Rockies","143","616","556","165","31","6","27","99","76","45","111","8","7","4",".296",".356",".520",".875",".364","-3.5","-0.6","1.7","7859"
"Jacob Stallings","Pirates","86","339","309","80","19","0","7","34","35","21","64","5","1","1",".259",".313",".387",".700",".297","2.8","-0.2","1.7","13723"
"Cesar Hernandez","Indians","133","574","508","138","23","3","11","69","54","56","100","4","10","4",".272",".347",".393",".740",".319","-0.7","0.4","1.7","10556"
"Salvador Perez","Royals","136","547","514","129","26","1","27","61","80","20","111","9","2","0",".250",".287",".462",".749",".310","6.6","-2.0","1.7","7304"
"Nick Madrigal","White Sox","110","476","435","123","22","3","5","52","41","28","25","7","20","10",".282",".333",".379",".713",".307","3.6","-0.3","1.6","sa3008139"
"C.J. Cron","Tigers","128","553","501","132","27","1","29","67","82","35","120","12","1","1",".263",".322",".493",".816",".339","1.6","-1.3","1.6","12546"
"Jason Heyward","Cubs","122","525","463","119","22","4","14","63","60","53","87","4","6","3",".257",".337",".411",".747",".319","5.8","0.9","1.6","4940"
"Yasiel Puig","","112","483","435","115","22","2","21","60","71","40","101","4","13","6",".265",".330",".471",".800",".335","1.5","-0.7","1.6","14225"
"Jose Abreu","White Sox","149","644","587","160","33","2","30","79","100","39","137","12","2","1",".272",".327",".487",".814",".337","-2.5","-1.8","1.6","15676"
"Bryan Reynolds","Pirates","149","644","579","160","33","5","17","82","73","52","142","6","6","3",".277",".340",".438",".778",".330","-3.2","0.0","1.6","19326"
"Brandon Crawford","Giants","134","581","520","128","27","3","13","58","64","50","120","4","4","3",".246",".315",".385",".700",".296","3.6","-0.6","1.5","5343"
"Franmil Reyes","Indians","136","588","528","136","24","1","37","81","101","52","166","2","1","1",".258",".324",".515",".839",".346","0.0","-0.6","1.5","14566"
"Tyler Flowers","Braves","66","262","228","52","10","1","8","27","30","25","79","8","0","0",".228",".322",".384",".706",".304","0.5","-0.5","1.5","9134"
"Tom Murphy","Mariners","125","499","460","101","21","3","21","53","62","30","169","4","3","2",".219",".271",".415",".686",".288","0.3","0.2","1.5","13499"
"Jeimer Candelario","Tigers","104","448","392","94","22","2","14","53","49","46","109","6","3","1",".240",".327",".418",".745",".318","2.1","0.3","1.5","13621"
"Hunter Dozier","Royals","149","644","578","145","33","6","25","76","84","58","173","3","4","2",".252",".321",".457",".778",".326","-1.9","-0.9","1.5","15117"
"Willson Contreras","Cubs","105","416","363","93","19","2","17","50","58","42","100","7","3","2",".255",".342",".457",".799",".338","-1.5","-1.3","1.5","11609"
"Stephen Piscotty","Athletics","104","448","400","104","24","1","17","55","60","37","93","6","2","1",".260",".330",".454",".785",".331","-0.4","-0.5","1.5","13367"
"Harrison Bader","Cardinals","97","380","334","80","14","2","13","46","42","33","110","8","10","4",".238",".320",".410",".730",".310","4.8","0.9","1.5","18030"
"Yuli Gurriel","Astros","149","644","598","170","39","2","23","81","96","32","75","7","5","2",".285",".326",".470",".796",".333","-3.5","-1.4","1.5","19198"
"Luke Voit","Yankees","105","455","394","102","18","1","20","61","64","51","118","7","0","1",".258",".351",".463",".814",".345","-0.9","-0.7","1.5","14811"
"Miguel Rojas","Marlins","125","539","494","134","26","1","8","53","49","31","65","6","8","4",".271",".320",".377",".697",".299","3.7","-1.2","1.5","7802"
"Randal Grichuk","Blue Jays","130","560","516","125","31","4","30","72","84","34","153","6","3","2",".242",".295",".492",".787",".325","-3.9","0.0","1.5","10243"
"Robinson Cano","Mets","128","553","506","134","32","0","16","62","65","38","88","6","0","0",".265",".321",".426",".748",".315","-1.6","-1.7","1.4","3269"
"Nick Solak","Rangers","109","469","419","114","19","2","16","60","61","40","102","6","6","2",".271",".341",".443",".784",".333","-1.9","0.2","1.4","19294"
"Jose Iglesias","Orioles","138","595","557","149","31","3","10","62","60","26","73","6","10","5",".267",".305",".384",".688",".293","4.3","-0.4","1.4","10231"
"Tommy Edman","Cardinals","117","484","446","121","21","6","10","58","47","28","82","5","15","4",".272",".318",".414",".732",".311","3.7","2.3","1.4","19470"
"Evan Longoria","Giants","125","539","491","124","26","3","19","58","69","36","110","6","3","1",".253",".309",".431",".740",".310","0.2","-0.3","1.4","9368"
"Kole Calhoun","Diamondbacks","134","581","508","125","26","2","23","76","74","62","137","5","4","2",".246",".332",".445",".777",".327","2.4","-0.2","1.4","11200"
